Feed_ID,Feed_name,Catergory,Price(Won/kg),Concentrate(%),Forage(%),DM(%AF),NDF (%DM),Lignin (%NDF),CP (%DM),Sol-P (%CP),NPN (%Sol-P),NDICP (%CP),ADICP (%CP),Starch (%NSC),Crude fat (%DM),Crude ash (%DM),peNDF (%NDF),CHO-A (%/hr),CHO-B1 (%/hr),CHO-B2 (%/hr),CHO-C (%/hr),Protein-A (%/hr),Protein-B1 (%/hr),Protein-B2 (%/hr),Protein-B3 (%/hr),Protein-C (%/hr),ID-CHO-A (%),ID-CHO-B1 (%),ID-CHO-B2 (%),ID-CHO-C (%),ID-Protein-A (%),ID-Protein-B1 (%),ID-Protein-B2 (%),ID-Protein-B3 (%),ID-Protein-C (%),ID-Fat (%),ID-Ash (%),Methionine (%UIP),Lysine (%UIP),Arginine (%UIP),Threonine (%UIP),Leucine (%UIP),Isoleucine (%UIP),Valine (%UIP),Histidine (%UIP),Phenylalanine (%UIP),Tryptophan (%UIP),TDN (%DM),ME (Mcal/kg),NEm (Mcal/kg),NEg (Mcal/kg),RUP-3X (%CP),RUP-1X (%CP),Ca (%),P (%),Mg (%),Cl (%),K (%),0 (%),S (%),Co (mg/kg),Cu (mg/kg),I (mg/kg),Fe (mg/kg),Mn (mg/kg),Se (mg/kg),Zn (mg/kg),Vit A (1000 IU/kg),Vit D (1000 IU/kg),Vit E (IU/kg),Ca-Bio,P-Bio,Mg-Bio,Cl-Bio,K-Bio,0-Bio,S-Bio,Co-Bio,Cu-Bio,I-Bio,Fe-Bio,Mn-Bio,Se-Bio,Zn-Bio,VitA-Bio,VitD-Bio,VitE-Bio,Starch,Sugar,Lactic,Acetic,Proprionic,Butyric,Isobutyric,pH,AmmoniaCPE
169,AlfSil 17Cp46Ndf20LNDF coarse,Legume Forage,0,0,100,35,46,20,17,50,95,24,16,89,3,10,85,10,25,4,0,100000,150,11,1.75,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2,6.32,1.84,,,1.22,0.66,28.6,23.4,1.74,0.27,0.33,0,2.35,0.16,0,0,11,0,280,50,0,41,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
170,AlfSil 20Cp37Ndf17LNDF coarse,Legume Forage,0,0,100,35,37,17,20,60,70,18,12,80,3,10,85,10,25,4,0,100000,150,11,1.75,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2,6.32,1.84,,,1.49,0.9,23.1,18.4,1.74,0.27,0.33,0,2.35,0.16,0,0,11,0,280,50,0,41,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
171,AlfSil 20Cp40Ndf17LNDF coarse,Legume Forage,0,0,100,35,40,17,20,60,95,18,12,80,3,10,85,10,25,4,0,100000,150,11,1.75,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2,6.32,1.84,,,1.43,0.84,22.5,18.2,1.74,0.27,0.33,0,2.35,0.16,0,0,11,0,280,50,0,41,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
172,AlfSil 25Cp32Ndf15LNDF coarse,Legume Forage,0,0,100,35,32,15,25,70,70,13,9,70,3,10,85,10,25,4,0,100000,150,11,1.75,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2,6.32,1.84,,,1.63,1.03,17.6,13.9,1.32,0.31,0.26,0,2.85,0.02,0,0,12,0,252,32,0,20,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
173,AlfSil 25Cp35Ndf15LNDF coarse,Legume Forage,0,0,100,35,35,15,25,70,95,13,9,70,3,10,85,10,25,4,0,100000,150,11,1.75,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2,6.32,1.84,,,1.57,0.97,16.9,13.6,1.32,0.31,0.26,0,2.85,0.02,0,0,12,0,252,32,0,20,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
174,Birdsfoot - Trefoil Hay (220),Legume Forage,0,0,100,91,47.5,19.14893617,15.9,28,96,25.2,14,64,2.1,7.4,95,250,30,5.5,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2.62,6.32,1.84,59,2.13,1.276318633,0.705671493,36.5,27.4,1.7,0.23,0.51,0,1.92,0.07,0.25,0.111,9.26,0,227,29,0,77,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
175,Clover - Ladino Hay (221),Legume Forage,0,0,100,89,36,19.44444444,22,30,96,15,10,64,2.7,10,95,250,30,4.5,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2.62,6.32,1.84,65,2.35,1.473660001,0.884412662,31.5,22,1.45,0.34,0.47,0.3,2.44,0.13,0.21,0.161,9.4,0.301,0.047,123.1,0,17,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
176,Clover - Red Hay (222),Legume Forage,0,0,100,88,46.9,17.85714286,15,25,92,35.6,20,64,2.8,7.5,95,250,30,7,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2.62,6.32,1.84,55,1.99,1.14109529,0.581541269,43.6,34.8,1.38,0.24,0.38,0.32,1.81,0.18,0.16,0.156,11,0.245,238,108,0,17,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
177,Pasture-Legume - Spring (223),Legume Forage,0,0,100,20,33,8,28,46,2.173913043,10,2.15,60,2.7,10,60,350,45,9,0,100000,200,20,2,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2.62,6.32,1.84,79,2.35,1.57,0.9,18.1,11.1,1.71,0.3,0.36,0,2.27,0.21,0.36,0.17,10.7,0,111,41,0.55,30,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
178,Pasture-Legume - Summer (224),Legume Forage,0,0,100,21,38,8.5,22.2,46,2.173913043,12,3,60,2.9,10.2,60,350,45,9,0,100000,200,18,2,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2.62,6.32,1.84,66,2.35,1.9,1.2,19.8,12.6,1.71,0.3,0.36,0,2.27,0.21,0.36,0.17,10.7,0,111,41,0.55,30,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
179,Pasture-W Clover - Spring (PA) (225),Legume Forage,0,0,100,20,15.1,18.8,28,34,2.173913043,4.3,2.14,60,3.9,10.7,60,33.7,32.9,5.1,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2.62,6.32,1.84,0,,0,0,29.1,17.1,1.38,0.24,0.38,0.32,1.81,0.18,0.16,0.156,11,0.245,238,108,0,17,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
180,Pasture-W Clover - Summer (PA) (226),Legume Forage,0,0,100,25,27.1,18.82,26.7,34,2.173913043,7.12,4.11,60,3.7,10.1,60,50,26,7.8,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2.62,6.32,1.84,0,,0,0,29.7,18.4,1.38,0.24,0.38,0.32,1.81,0.18,0.16,0.156,11,0.245,238,108,0,17,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
181,Vetch - Hay (227),Legume Forage,0,0,100,89,48,16.66666667,20.8,28,96,25.2,14,10,3,7,95,250,30,4.5,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2.62,6.32,1.84,57,2.06,1.209089083,0.644121774,36.4,27.4,1.36,0.34,0.27,0,2.12,0.52,0.15,0.335,9.9,0.492,0.049,60.8,0,0,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
182,"Alfalfa Meal - dehy 15% (216) 3/8"" pellet",Legume Forage,0,0,100,90,55.4,26,17.3,28,70,25,17,10,2.4,9.9,30,300,37,9,0,100000,150,8,0.15,0,100,75,20,0,100,100,100,80,0,95,50,0.73,6.02,6.39,5,9.26,6.01,7.14,2.62,6.32,1.84,59,2.13,1.276318633,0.705671493,45.2,35.9,1.38,0.25,0.29,0,2.46,0.08,0.21,0.19,10.5,0.13,309,31,0.31,21,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
183,Ammonium - Phos (Dibasic) (802),Non calory,0,100,0,97,0,0,115.9,100,100,0,0,0,0,100,0,0,0,0,0,100000,500,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,20.6,0.46,0,0.01,0.05,2.16,0,10,0,12400,400,0,100,0,0,0,0.55,0.8,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
184,Ammonium - Phos (Mono) (801),Non calory,0,100,0,97,0,0,70.9,100,100,0,0,0,0,100,0,0,0,0,0,100000,500,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,24.74,0.46,0,0.01,0.06,1.46,10,10,0,17400,400,0,100,0,0,0,0.55,0.8,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
185,Ammonium - Sulfate (803),Non calory,0,100,0,100,0,0,134.1,100,100,0,0,0,0,100,0,0,0,0,0,100000,500,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,0,1,0,10,1,0,0,0,0,0,0.55,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
186,Ammonium Chloride,Non calory,0,100,0,97,0,0,163.5,0,100,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
187,Bicarbonate Sodium,Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,0,0,0,0,0,0,0,0,0,,
188,Bone Charcoal,Non calory,0,100,0,90,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30.11,14.14,0.59,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
189,Bone Meal -   (804),Non calory,0,100,0,97,0,0,13.2,40,0,0,0,0,0,100,0,0,0,0,0,100000,500,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.71,12.86,0.33,0,0.19,5.69,2.51,0,0,0,26700,0,0,100,0,0,0,0.95,0.8,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
190,Calcium - Carbonate (805),Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.39,0.04,0.05,0,0.06,0.06,0,0,0,0,300,300,0,0,0,0,0,0.75,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
191,Calcium - Phosphate (Mono) (807),Non calory,0,100,0,97,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,21.6,0.61,0,0.08,0.06,1.22,10,10,0,15800,360,0,90,0,0,0,0.8,0.75,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
192,Calcium - Sulfate (806),Non calory,0,100,0,97,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.28,0,0,0,0,0,18.62,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
193,Calcium ChlorideAnhy,Non calory,0,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36.1,0,0,63.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
194,Calcium ChlorideDi,Non calory,0,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27.3,0,0,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
195,Cobalt - Carbonate (808),Non calory,0,100,0,99,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,460000,0,0,500,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
196,Copper - Sulfate (809),Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,0,254500,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.5,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
197,Dicalcium  - Phosphate (810),Non calory,0,100,0,97,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19.3,0.59,0,0.07,0.05,1.14,10,10,0,14400,300,0,100,0,0,0,0.55,0.75,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
198,Dynamate,Non calory,0,100,0,95,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.05,0,11.1,0,18.4,0.6,22.2,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
199,EDTA (811),Non calory,0,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803400,0,0,0,0,0,0,0,0.55,0.75,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
200,Iron Sulfate (812),Non calory,0,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.35,0,0,0,218400,0,0,0,0,0,0,0.55,0.75,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.01,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
201,Limestone - Magnesium (814),Non calory,0,100,0,99,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,0.04,9.99,0.12,0.36,0,0,0,0,0,770,0,0,0,0,0,0,0.55,0.7,0.2,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
202,Limestone (813),Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.02,2.06,0.03,0.12,0.06,0.04,0,0,0,3500,0,0,0,0,0,0,0.7,0.7,0.2,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
203,Magnesium - Carbonate (815),Non calory,0,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,30.81,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0.6,0.7,0.3,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
204,Magnesium - Oxide (816),Non calory,0,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,56.2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.3,0.7,0.7,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
205,Magnesium Chloride,Non calory,0,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.7,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
206,Magnesium Sulfate,Non calory,0,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19.9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.7,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
207,Manganese - Carbonate (818),Non calory,0,100,0,97,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478000,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
208,Manganese - Oxide (817),Non calory,0,100,0,99,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774500,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
209,Minvit2,Non calory,0,100,0,99,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,0,0,0,0,0,0,0,0,0,,
210,Mono-Sodium - Phosphate (819),Non calory,0,100,0,97,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,16.68,0,0,0,0,0,0,0,0,0,0,0,0.6,0.9,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
211,Oystershell - Ground (820),Non calory,0,100,0,99,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.07,0.3,0.01,0.1,0.21,0,0,0,0,2870,100,0,0,0,0,0,0.7,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
212,Phosphate - Deflourinated (821),Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,0.42,0,0.08,4.9,0,10,20,0,6700,200,0,60,0,0,0,0.55,0.65,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
213,Phosphate - Mono-Mono (825),Non calory,0,100,0,97,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,16.68,0,0,0,0,0,0,0,0,0,0,0,0.5,0.8,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
214,Phosphate - Rock - Low Fl (823),Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
215,Phosphate - Rock - Soft (824),Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0.38,0,0,0.1,0,0,0,0,19000,1000,0,0,0,0,0,0.5,0.3,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
216,Phosphate - Rock (822),Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,0.41,0,0.06,0.03,0,10,10,0,16800,200,0,100,0,0,0,0.55,0.3,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
217,Phosphoric - Acid (826),Non calory,0,100,0,75,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,31.6,0.51,0,0.02,0.04,1.55,10,10,0,17500,500,0,130,0,0,0,0.55,0.9,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
218,Potassium - Bicarbonate (827),Non calory,0,100,0,99,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.05,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
219,Potassium - Chloride (830),Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.34,47.3,50,1,0.45,0,0,0,600,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
220,Potassium - Iodide (828),Non calory,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,681700,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
